Epoch,MDAN,MixMDAN,Ours
0,0.075471698113208,0.069471698113208,0.067924528301887
1,0.861904808453151,0.943396226415094,0.920754716981132
2,0.933333367109299,0.973584905660377,0.974842767295598
3,0.952380980764116,0.978616352201258,0.979874213836478
4,0.965476219143186,0.983647798742138,0.986163522012579
5,0.963095264775412,0.989937106918239,0.99622641509434
6,0.980952407632555,0.981132075471698,0.993710691823899
7,0.972619086503982,0.991194968553459,0.99622641509434
8,0.971428611448833,0.986163522012579,0.99496855345912
9,0.98095241189003,0.988679245283019,0.99748427672956
10,0.976190507411957,0.992452830188679,0.992452830188679
11,0.982142891202654,0.988679245283019,0.993710691823899
12,0.979761928319931,0.983647798742138,0.991194968553459
13,0.97976193683488,0.986163522012579,0.991194968553459
14,0.977380978209632,0.992452830188679,0.991194968553459
15,0.978571453264781,0.987421383647799,0.991194968553459
16,0.97857147029468,0.989937106918239,0.991194968553459
17,0.980952420404979,0.987421383647799,0.989937106918239
18,0.979761949607304,0.993710691823899,0.991194968553459
19,0.985714312110628,0.987421383647799,0.989937106918239
20,0.978571461779731,0.986163522012579,0.991194968553459
21,0.984523837055479,0.986163522012579,0.991194968553459
22,0.980952416147504,0.989937106918239,0.991194968553459
23,0.986904791423253,0.991194968553459,0.991194968553459
24,0.978571466037205,0.989937106918239,0.991194968553459
25,0.97976193683488,0.991194968553459,0.991194968553459
26,0.97857147029468,0.989937106918239,0.991194968553459
27,0.977380982467106,0.992452830188679,0.991194968553459
28,0.972619073731559,0.993710691823899,0.991194968553459
29,0.977380982467106,0.987421383647799,0.991194968553459
30,0.969047661338534,0.988679245283019,0.989937106918239
31,0.967857182025909,0.989937106918239,0.991194968553459
32,0.96547624043056,0.991194968553459,0.989937106918239
33,0.967857190540859,0.99496855345912,0.989937106918239
34,0.967857194798333,0.993710691823899,0.991194968553459
35,0.961904802492687,0.991194968553459,0.989937106918239
36,0.961904806750161,0.989937106918239,0.989937106918239
37,0.959523852382388,0.989937106918239,0.989937106918239
38,0.958333377327238,0.984905660377358,0.991194968553459
39,0.953571472849165,0.988679245283019,0.989937106918239
40,0.955952427216938,0.989937106918239,0.989937106918239
41,0.942857188837869,0.99496855345912,0.989937106918239
42,0.946428618260792,0.984905660377358,0.989937106918239
43,0.948809564113617,0.988679245283019,0.989937106918239
44,0.941666701010295,0.991194968553459,0.989937106918239
45,0.936904809304646,0.991194968553459,0.989937106918239
46,0.938095284359796,0.993710691823899,0.989937106918239
47,0.932142892054149,0.989937106918239,0.989937106918239
48,0.9273810003485,0.991194968553459,0.989937106918239
49,0.927381004605974,0.991194968553459,0.989937106918239
50,0.925000045980726,0.992452830188679,0.989937106918239
51,0.92976194194385,0.992452830188679,0.991194968553459
52,0.935714329992022,0.991194968553459,0.991194968553459
53,0.936904809304646,0.991194968553459,0.991194968553459
54,0.919047670704978,0.992452830188679,0.991194968553459
55,0.905952428068434,0.992452830188679,0.991194968553459
56,0.909523844718933,0.993710691823899,0.991194968553459
57,0.919047666447503,0.993710691823899,0.991194968553459
58,0.9273810003485,0.993710691823899,0.991194968553459
59,0.925000041723251,0.988679245283019,0.991194968553459
60,0.914285757711956,0.989937106918239,0.991194968553459
