Epoch,MDAN,MixMDAN,Ours
0,0.055378061767838,0.055378061767838,0.042953496627618
1,0.644302449414271,0.632942847000355,0.608803691870785
2,0.64501242456514,0.642882499112531,0.624068157614484
3,0.628328008519702,0.640752573659922,0.625843095491658
4,0.650337238196663,0.638622648207313,0.612708555200568
5,0.648207312744054,0.631167909123181,0.631522896698615
6,0.636847710330138,0.635427760028399,0.648207312744054
7,0.638267660631878,0.631522896698615,0.651402200922968
8,0.634362797302094,0.638622648207313,0.641462548810792
9,0.637557685481008,0.647142350017749,0.668086616968406
10,0.638622648207313,0.641817536386226,0.652467163649272
11,0.640042598509052,0.643947461838836,0.666666666666667
12,0.636137735179269,0.647497337593184,0.665246716364927
13,0.646077387291445,0.640397586084487,0.672346467873624
14,0.640042598509052,0.630102946396876,0.664891728789492
15,0.629747958821441,0.63329783457579,0.681221157259496
16,0.642172523961661,0.636492722754704,0.663826766063188
17,0.641107561235357,0.651757188498403,0.670926517571885
18,0.645367412140575,0.649627263045793,0.681221157259496
19,0.638267660631878,0.641107561235357,0.682641107561235
20,0.651047213347533,0.644657436989705,0.673766418175364
21,0.645367412140575,0.647852325168619,0.687255946041889
22,0.643237486687966,0.644657436989705,0.683351082712105
23,0.641817536386226,0.647497337593184,0.687255946041889
24,0.633652822151225,0.643592474263401,0.679091231806887
25,0.643947461838836,0.64643237486688,0.689385871494498
26,0.620518281860135,0.638622648207313,0.691870784522542
27,0.64501242456514,0.647497337593184,0.691870784522542
28,0.640397586084487,0.632942847000355,0.68370607028754
29,0.643947461838836,0.638977635782748,0.691160809371672
30,0.63187788427405,0.642527511537096,0.692580759673411
31,0.630102946396876,0.642882499112531,0.689030883919063
32,0.642882499112531,0.628682996095137,0.691160809371672
33,0.629037983670572,0.636492722754704,0.691515796947107
34,0.636137735179269,0.636137735179269,0.696485623003195
35,0.634362797302094,0.630812921547746,0.697550585729499
36,0.629392971246006,0.643237486687966,0.698970536031239
37,0.634717784877529,0.637912673056443,0.702165424210153
38,0.637202697905573,0.635072772452964,0.700035498757543
39,0.642527511537096,0.637557685481008,0.706780262690806
40,0.626198083067093,0.627973020944267,0.69684061057863
41,0.617678381256656,0.631522896698615,0.703940362087327
42,0.62087326943557,0.635427760028399,0.699680511182109
43,0.630457933972311,0.635072772452964,0.703940362087327
44,0.626553070642528,0.627263045793397,0.696485623003195
45,0.640752573659922,0.629392971246006,0.702520411785588
46,0.630102946396876,0.630812921547746,0.69542066027689
47,0.643947461838836,0.627973020944267,0.702520411785588
48,0.638267660631878,0.624778132765353,0.695065672701456
49,0.636492722754704,0.628328008519702,0.703940362087327
50,0.639332623358182,0.612353567625133,0.700035498757543
51,0.643592474263401,0.613063542776003,0.700745473908413
52,0.637912673056443,0.610223642172524,0.697550585729499
53,0.639332623358182,0.613418530351438,0.700035498757543
54,0.644657436989705,0.612708555200568,0.69542066027689
55,0.641462548810792,0.609513667021654,0.69684061057863
56,0.638267660631878,0.627618033368832,0.694710685126021
57,0.63187788427405,0.618033368832091,0.697905573304934
58,0.639332623358182,0.618743343982961,0.697550585729499
59,0.637202697905573,0.606673766418175,0.698970536031239
60,0.63329783457579,0.615193468228612,0.698615548455804
